payment_id,company_id,provider_type,amount,currency,payment_method,failure_category,failure_classification,event_hour,day_of_week,recovery_success
pay_synth_00020,demo_company_001,DEMO,593.92,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,8,1,0
pay_synth_00021,demo_company_001,RAZORPAY,639.61,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,6,5,0
pay_synth_00022,demo_company_001,DEMO,3575.22,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,22,0,1
pay_synth_00023,demo_company_001,DEMO,2532.72,INR,WALLET,CUSTOMER_ACTION_REQUIRED,TEMPORARY,21,5,1
pay_synth_00024,demo_company_001,DEMO,2126.48,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,17,3,1
pay_synth_00025,demo_company_001,DEMO,13476.05,INR,NETBANKING,CARD,PERMANENT,11,0,0
pay_synth_00026,demo_company_001,RAZORPAY,5856.01,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,10,1,1
pay_synth_00027,demo_company_001,DEMO,4031.2,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,9,4,1
pay_synth_00028,demo_company_001,RAZORPAY,405.34,INR,UPI,PROVIDER,TEMPORARY,12,1,1
pay_synth_00029,demo_company_001,RAZORPAY,1918.96,INR,CARD,CARD,PERMANENT,8,6,0
pay_synth_00030,demo_company_001,DEMO,2437.42,USD,UPI,CARD,PERMANENT,15,2,0
pay_synth_00031,demo_company_001,RAZORPAY,1193.65,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,20,0,1
pay_synth_00032,demo_company_001,DEMO,9960.47,INR,CARD,UNKNOWN,UNKNOWN,21,1,0
pay_synth_00033,demo_company_001,DEMO,1903.03,INR,CARD,PROVIDER,TEMPORARY,16,3,1
pay_synth_00034,demo_company_001,STRIPE,529.35,INR,CARD,PROVIDER,TEMPORARY,4,3,0
pay_synth_00035,demo_company_001,STRIPE,666.89,INR,UPI,CARD,PERMANENT,5,6,0
pay_synth_00036,demo_company_001,STRIPE,17718.11,INR,UPI,AUTHENTICATION,TEMPORARY,9,5,1
pay_synth_00037,demo_company_001,DEMO,1187.82,INR,CARD,PROVIDER,TEMPORARY,10,1,1
pay_synth_00038,demo_company_001,DEMO,226.21,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,1,5,0
pay_synth_00039,demo_company_001,RAZORPAY,992.93,INR,CARD,NETWORK,TEMPORARY,6,2,1
pay_synth_00040,demo_company_001,DEMO,291.02,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,13,0,1
pay_synth_00041,demo_company_001,DEMO,4524.72,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,3,2,1
pay_synth_00042,demo_company_001,DEMO,255.99,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,4,4,1
pay_synth_00043,demo_company_001,DEMO,444.88,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,18,6,1
pay_synth_00044,demo_company_001,STRIPE,1815.27,INR,CARD,NETWORK,TEMPORARY,20,5,0
pay_synth_00045,demo_company_001,DEMO,5482.85,USD,CARD,CARD,PERMANENT,19,1,0
pay_synth_00046,demo_company_001,RAZORPAY,1686.76,INR,CARD,NETWORK,TEMPORARY,9,5,1
pay_synth_00047,demo_company_001,DEMO,514.07,USD,CARD,INSUFFICIENT_FUNDS,TEMPORARY,5,2,1
pay_synth_00048,demo_company_001,RAZORPAY,2170.17,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,1,6,1
pay_synth_00049,demo_company_001,RAZORPAY,1132.52,INR,UPI,CARD,PERMANENT,2,4,0
pay_synth_00050,demo_company_001,DEMO,5612.22,INR,CARD,UNKNOWN,UNKNOWN,14,2,0
pay_synth_00051,demo_company_001,STRIPE,4250.48,INR,UPI,BANK,TEMPORARY,9,4,0
pay_synth_00052,demo_company_001,RAZORPAY,1056.63,INR,NETBANKING,AUTHENTICATION,TEMPORARY,16,6,0
pay_synth_00053,demo_company_001,STRIPE,3943.3,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,6,3,1
pay_synth_00054,demo_company_001,STRIPE,2371.38,INR,UPI,AUTHENTICATION,TEMPORARY,1,3,0
pay_synth_00055,demo_company_001,RAZORPAY,7092.62,INR,UPI,NETWORK,TEMPORARY,6,1,1
pay_synth_00056,demo_company_001,STRIPE,3778.87,INR,CARD,AUTHENTICATION,TEMPORARY,14,2,1
pay_synth_00057,demo_company_001,DEMO,3124.39,INR,UPI,AUTHENTICATION,TEMPORARY,2,3,1
pay_synth_00058,demo_company_001,DEMO,6822.35,INR,UPI,BANK,PERMANENT,4,5,1
pay_synth_00059,demo_company_001,DEMO,1836.11,INR,CARD,NETWORK,TEMPORARY,21,6,1
pay_synth_00060,demo_company_001,DEMO,834.56,INR,UPI,AUTHENTICATION,TEMPORARY,7,0,1
pay_synth_00061,demo_company_001,DEMO,2210.2,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,3,6,1
pay_synth_00062,demo_company_001,DEMO,1267.23,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,17,5,0
pay_synth_00063,demo_company_001,STRIPE,3308.32,INR,CARD,NETWORK,TEMPORARY,18,3,1
pay_synth_00064,demo_company_001,DEMO,1923.58,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,7,3,1
pay_synth_00065,demo_company_001,DEMO,2705.22,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,22,2,1
pay_synth_00066,demo_company_001,RAZORPAY,542.34,INR,UPI,CARD,PERMANENT,5,4,0
pay_synth_00067,demo_company_001,DEMO,3005.76,INR,CARD,CARD,PERMANENT,4,0,0
pay_synth_00068,demo_company_001,STRIPE,500.08,INR,UPI,CARD,PERMANENT,4,0,1
pay_synth_00069,demo_company_001,DEMO,4730.38,INR,NETBANKING,NETWORK,TEMPORARY,16,4,1
pay_synth_00070,demo_company_001,STRIPE,4737.45,INR,UPI,PROVIDER,TEMPORARY,5,2,1
pay_synth_00071,demo_company_001,RAZORPAY,2560.49,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,12,3,1
pay_synth_00072,demo_company_001,DEMO,2465.34,INR,CARD,BANK,TEMPORARY,8,4,1
pay_synth_00073,demo_company_001,DEMO,1445.69,INR,CARD,NETWORK,TEMPORARY,23,6,1
pay_synth_00074,demo_company_001,STRIPE,989.08,INR,UPI,AUTHENTICATION,TEMPORARY,11,6,1
pay_synth_00075,demo_company_001,RAZORPAY,1781.16,USD,WALLET,UNKNOWN,UNKNOWN,9,6,0
pay_synth_00076,demo_company_001,RAZORPAY,13130.39,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,0,0,1
pay_synth_00077,demo_company_001,RAZORPAY,2274.05,USD,CARD,INSUFFICIENT_FUNDS,TEMPORARY,10,0,1
pay_synth_00078,demo_company_001,DEMO,470.71,INR,UPI,AUTHENTICATION,TEMPORARY,5,6,0
pay_synth_00079,demo_company_001,DEMO,327.55,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,2,6,1
pay_synth_00080,demo_company_001,DEMO,429.2,INR,UPI,UNKNOWN,UNKNOWN,5,6,1
pay_synth_00081,demo_company_001,STRIPE,1239.43,INR,UPI,NETWORK,TEMPORARY,8,3,1
pay_synth_00082,demo_company_001,RAZORPAY,6411.18,INR,UPI,NETWORK,TEMPORARY,21,3,1
pay_synth_00083,demo_company_001,DEMO,649.7,INR,NETBANKING,CARD,PERMANENT,7,1,0
pay_synth_00084,demo_company_001,DEMO,7493.16,INR,UPI,AUTHENTICATION,TEMPORARY,14,5,1
pay_synth_00085,demo_company_001,DEMO,2163.43,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,21,4,1
pay_synth_00086,demo_company_001,DEMO,2932.01,INR,CARD,NETWORK,TEMPORARY,5,3,1
pay_synth_00087,demo_company_001,RAZORPAY,2852.75,INR,CARD,CARD,PERMANENT,22,1,0
pay_synth_00088,demo_company_001,RAZORPAY,3263.86,INR,UPI,AUTHENTICATION,TEMPORARY,10,2,1
pay_synth_00089,demo_company_001,STRIPE,1198.27,INR,CARD,CARD,PERMANENT,9,6,0
pay_synth_00090,demo_company_001,DEMO,175.14,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,10,0,1
pay_synth_00091,demo_company_001,DEMO,1003.9,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,3,4,0
pay_synth_00092,demo_company_001,RAZORPAY,744.06,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,12,5,1
pay_synth_00093,demo_company_001,RAZORPAY,2466.52,INR,NETBANKING,AUTHENTICATION,TEMPORARY,7,2,0
pay_synth_00094,demo_company_001,RAZORPAY,2251.25,USD,UPI,BANK,TEMPORARY,19,4,1
pay_synth_00095,demo_company_001,RAZORPAY,1376.94,INR,UPI,BANK,TEMPORARY,14,4,1
pay_synth_00096,demo_company_001,DEMO,10462.21,INR,UPI,AUTHENTICATION,TEMPORARY,6,3,0
pay_synth_00097,demo_company_001,RAZORPAY,952.67,INR,NETBANKING,NETWORK,TEMPORARY,0,1,0
pay_synth_00098,demo_company_001,DEMO,195.25,INR,UPI,CARD,PERMANENT,8,4,0
pay_synth_00099,demo_company_001,DEMO,2037.45,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,22,5,1
pay_synth_00100,demo_company_001,DEMO,5938.4,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,7,2,0
pay_synth_00101,demo_company_001,DEMO,2409.47,INR,UPI,UNKNOWN,UNKNOWN,1,5,1
pay_synth_00102,demo_company_001,RAZORPAY,1265.68,USD,CARD,NETWORK,TEMPORARY,13,4,0
pay_synth_00103,demo_company_001,DEMO,2299.5,INR,CARD,UNKNOWN,UNKNOWN,11,5,0
pay_synth_00104,demo_company_001,RAZORPAY,11371.97,USD,UPI,AUTHENTICATION,TEMPORARY,22,5,0
pay_synth_00105,demo_company_001,STRIPE,753.61,INR,UPI,CARD,PERMANENT,16,6,1
pay_synth_00106,demo_company_001,DEMO,1864.73,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,18,1,1
pay_synth_00107,demo_company_001,DEMO,3533.14,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,5,0,1
pay_synth_00108,demo_company_001,RAZORPAY,2330.61,INR,UPI,NETWORK,TEMPORARY,20,4,1
pay_synth_00109,demo_company_001,DEMO,1411.11,INR,CARD,AUTHENTICATION,TEMPORARY,4,2,1
pay_synth_00110,demo_company_001,DEMO,1180.48,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,5,6,0
pay_synth_00111,demo_company_001,DEMO,1359.41,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,2,6,1
pay_synth_00112,demo_company_001,DEMO,3077.99,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,15,0,1
pay_synth_00113,demo_company_001,STRIPE,2903.79,INR,CARD,CARD,PERMANENT,17,5,1
pay_synth_00114,demo_company_001,STRIPE,14687.01,INR,CARD,AUTHENTICATION,TEMPORARY,13,0,0
pay_synth_00115,demo_company_001,RAZORPAY,388.86,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,14,3,1
pay_synth_00116,demo_company_001,STRIPE,10487.16,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,3,3,0
pay_synth_00117,demo_company_001,STRIPE,1473.69,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,10,4,1
pay_synth_00118,demo_company_001,DEMO,1651.46,INR,CARD,NETWORK,TEMPORARY,4,6,0
pay_synth_00119,demo_company_001,STRIPE,4267.29,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,8,2,1
pay_synth_00120,demo_company_001,RAZORPAY,4240.38,INR,UPI,CARD,PERMANENT,4,3,0
pay_synth_00121,demo_company_001,STRIPE,5748.06,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,6,5,1
pay_synth_00122,demo_company_001,STRIPE,7149.35,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,17,1,1
pay_synth_00123,demo_company_001,DEMO,1737.44,INR,UPI,PROVIDER,TEMPORARY,17,1,1
pay_synth_00124,demo_company_001,DEMO,7241.84,INR,CARD,CARD,PERMANENT,19,5,0
pay_synth_00125,demo_company_001,DEMO,963.76,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,23,0,1
pay_synth_00126,demo_company_001,DEMO,1332.35,INR,CARD,BANK,TEMPORARY,1,5,0
pay_synth_00127,demo_company_001,STRIPE,1507.16,INR,CARD,AUTHENTICATION,TEMPORARY,22,0,1
pay_synth_00128,demo_company_001,STRIPE,1067.82,INR,UPI,BANK,TEMPORARY,12,0,1
pay_synth_00129,demo_company_001,DEMO,1919.57,USD,UPI,NETWORK,TEMPORARY,12,1,1
pay_synth_00130,demo_company_001,RAZORPAY,4431.2,INR,NETBANKING,CARD,PERMANENT,16,3,0
pay_synth_00131,demo_company_001,DEMO,3468.04,INR,CARD,UNKNOWN,UNKNOWN,21,5,0
pay_synth_00132,demo_company_001,DEMO,979.28,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,16,3,1
pay_synth_00133,demo_company_001,DEMO,901.88,INR,UPI,NETWORK,TEMPORARY,5,4,1
pay_synth_00134,demo_company_001,DEMO,768.66,INR,UPI,AUTHENTICATION,TEMPORARY,13,2,1
pay_synth_00135,demo_company_001,STRIPE,1975.92,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,20,1,1
pay_synth_00136,demo_company_001,DEMO,372.1,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,13,6,0
pay_synth_00137,demo_company_001,RAZORPAY,742.04,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,11,0,1
pay_synth_00138,demo_company_001,RAZORPAY,1142.73,INR,UPI,NETWORK,TEMPORARY,4,2,0
pay_synth_00139,demo_company_001,DEMO,5194.58,USD,CARD,NETWORK,TEMPORARY,4,0,1
pay_synth_00140,demo_company_001,STRIPE,1584.19,INR,NETBANKING,NETWORK,TEMPORARY,3,2,1
pay_synth_00141,demo_company_001,STRIPE,4943.65,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,22,2,0
pay_synth_00142,demo_company_001,DEMO,2181.08,INR,UPI,AUTHENTICATION,TEMPORARY,12,3,1
pay_synth_00143,demo_company_001,DEMO,1125.18,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,3,6,1
pay_synth_00144,demo_company_001,DEMO,1172.46,INR,CARD,AUTHENTICATION,TEMPORARY,17,4,0
pay_synth_00145,demo_company_001,DEMO,563.37,INR,UPI,NETWORK,TEMPORARY,15,4,1
pay_synth_00146,demo_company_001,DEMO,19993.89,INR,NETBANKING,BANK,TEMPORARY,17,0,0
pay_synth_00147,demo_company_001,RAZORPAY,5489.06,INR,CARD,BANK,TEMPORARY,1,1,1
pay_synth_00148,demo_company_001,RAZORPAY,3306.76,INR,NETBANKING,NETWORK,TEMPORARY,22,4,0
pay_synth_00149,demo_company_001,DEMO,491.12,INR,CARD,PROVIDER,TEMPORARY,3,1,1
pay_synth_00150,demo_company_001,DEMO,1150.99,INR,UPI,AUTHENTICATION,TEMPORARY,19,0,0
pay_synth_00151,demo_company_001,STRIPE,681.75,INR,UPI,PROVIDER,TEMPORARY,16,1,1
pay_synth_00152,demo_company_001,DEMO,2054.05,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,19,2,1
pay_synth_00153,demo_company_001,DEMO,715.29,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,5,2,0
pay_synth_00154,demo_company_001,DEMO,924.92,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,17,0,1
pay_synth_00155,demo_company_001,STRIPE,734.25,INR,CARD,BANK,TEMPORARY,19,1,1
pay_synth_00156,demo_company_001,DEMO,1422.61,INR,UPI,AUTHENTICATION,TEMPORARY,6,6,0
pay_synth_00157,demo_company_001,RAZORPAY,1941.91,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,12,6,1
pay_synth_00158,demo_company_001,RAZORPAY,1460.8,USD,CARD,INSUFFICIENT_FUNDS,TEMPORARY,8,1,0
pay_synth_00159,demo_company_001,DEMO,8374.16,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,1,0,1
pay_synth_00160,demo_company_001,RAZORPAY,4068.81,INR,UPI,BANK,TEMPORARY,7,6,1
pay_synth_00161,demo_company_001,DEMO,826.31,INR,CARD,NETWORK,TEMPORARY,13,4,1
pay_synth_00162,demo_company_001,RAZORPAY,2503.9,INR,UPI,NETWORK,TEMPORARY,21,3,1
pay_synth_00163,demo_company_001,RAZORPAY,897.25,INR,UPI,AUTHENTICATION,TEMPORARY,23,4,0
pay_synth_00164,demo_company_001,RAZORPAY,1217.89,INR,CARD,AUTHENTICATION,TEMPORARY,17,5,0
pay_synth_00165,demo_company_001,DEMO,2919.59,USD,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,0,3,0
pay_synth_00166,demo_company_001,STRIPE,3518.01,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,22,1,1
pay_synth_00167,demo_company_001,DEMO,1004.82,INR,UPI,AUTHENTICATION,TEMPORARY,8,3,1
pay_synth_00168,demo_company_001,DEMO,598.92,USD,UPI,AUTHENTICATION,TEMPORARY,8,6,0
pay_synth_00169,demo_company_001,DEMO,1973.78,INR,UPI,AUTHENTICATION,TEMPORARY,1,3,0
pay_synth_00170,demo_company_001,RAZORPAY,2792.3,INR,CARD,AUTHENTICATION,TEMPORARY,15,1,0
pay_synth_00171,demo_company_001,RAZORPAY,955.0,USD,UPI,NETWORK,TEMPORARY,3,2,1
pay_synth_00172,demo_company_001,DEMO,4091.04,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,12,3,0
pay_synth_00173,demo_company_001,RAZORPAY,3426.49,INR,UPI,NETWORK,TEMPORARY,16,6,0
pay_synth_00174,demo_company_001,DEMO,941.17,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,10,6,1
pay_synth_00175,demo_company_001,RAZORPAY,5597.99,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,22,0,0
pay_synth_00176,demo_company_001,DEMO,5771.73,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,1,4,1
pay_synth_00177,demo_company_001,RAZORPAY,14295.04,USD,NETBANKING,CARD,PERMANENT,3,1,0
pay_synth_00178,demo_company_001,DEMO,10014.2,INR,UPI,AUTHENTICATION,TEMPORARY,11,1,1
pay_synth_00179,demo_company_001,STRIPE,733.18,INR,CARD,NETWORK,TEMPORARY,1,3,1
pay_synth_00180,demo_company_001,DEMO,4559.57,USD,NETBANKING,CARD,PERMANENT,0,2,0
pay_synth_00181,demo_company_001,DEMO,4357.39,INR,UPI,CARD,PERMANENT,22,2,0
pay_synth_00182,demo_company_001,DEMO,1276.04,INR,NETBANKING,AUTHENTICATION,TEMPORARY,5,4,1
pay_synth_00183,demo_company_001,STRIPE,2849.57,INR,UPI,AUTHENTICATION,TEMPORARY,15,4,0
pay_synth_00184,demo_company_001,STRIPE,276.55,USD,NETBANKING,AUTHENTICATION,TEMPORARY,1,6,1
pay_synth_00185,demo_company_001,DEMO,268.97,USD,CARD,NETWORK,TEMPORARY,13,2,1
pay_synth_00186,demo_company_001,RAZORPAY,325.5,INR,NETBANKING,AUTHENTICATION,TEMPORARY,19,5,1
pay_synth_00187,demo_company_001,STRIPE,2668.46,INR,CARD,BANK,TEMPORARY,11,2,1
pay_synth_00188,demo_company_001,RAZORPAY,2797.58,INR,UPI,PROVIDER,TEMPORARY,18,2,1
pay_synth_00189,demo_company_001,RAZORPAY,1374.87,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,2,3,1
pay_synth_00190,demo_company_001,DEMO,10108.88,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,18,6,1
pay_synth_00191,demo_company_001,DEMO,4851.66,INR,UPI,NETWORK,TEMPORARY,10,0,1
pay_synth_00192,demo_company_001,STRIPE,365.65,INR,CARD,AUTHENTICATION,TEMPORARY,3,4,1
pay_synth_00193,demo_company_001,STRIPE,1522.37,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,16,5,0
pay_synth_00194,demo_company_001,RAZORPAY,706.49,INR,NETBANKING,PROVIDER,TEMPORARY,16,5,1
pay_synth_00195,demo_company_001,DEMO,2735.3,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,6,1,1
pay_synth_00196,demo_company_001,DEMO,1753.59,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,4,2,0
pay_synth_00197,demo_company_001,RAZORPAY,747.71,USD,CARD,CARD,PERMANENT,18,2,0
pay_synth_00198,demo_company_001,STRIPE,9842.57,USD,UPI,CARD,PERMANENT,20,0,1
pay_synth_00199,demo_company_001,STRIPE,1914.85,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,18,6,1
pay_synth_00200,demo_company_001,RAZORPAY,1192.68,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,8,2,1
pay_synth_00201,demo_company_001,RAZORPAY,1403.69,INR,UPI,NETWORK,TEMPORARY,16,4,0
pay_synth_00202,demo_company_001,DEMO,9124.04,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,8,5,0
pay_synth_00203,demo_company_001,DEMO,4497.49,INR,CARD,AUTHENTICATION,TEMPORARY,13,2,1
pay_synth_00204,demo_company_001,STRIPE,1537.09,INR,CARD,AUTHENTICATION,TEMPORARY,4,0,1
pay_synth_00205,demo_company_001,RAZORPAY,670.42,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,21,3,0
pay_synth_00206,demo_company_001,DEMO,783.53,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,1,4,1
pay_synth_00207,demo_company_001,DEMO,1116.39,INR,NETBANKING,BANK,UNKNOWN,23,3,0
pay_synth_00208,demo_company_001,RAZORPAY,3002.4,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,14,1,1
pay_synth_00209,demo_company_001,DEMO,3852.71,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,15,0,0
pay_synth_00210,demo_company_001,DEMO,875.21,INR,UPI,NETWORK,TEMPORARY,18,1,1
pay_synth_00211,demo_company_001,RAZORPAY,4026.93,INR,NETBANKING,UNKNOWN,UNKNOWN,0,1,0
pay_synth_00212,demo_company_001,RAZORPAY,728.79,INR,UPI,AUTHENTICATION,TEMPORARY,22,5,1
pay_synth_00213,demo_company_001,RAZORPAY,980.66,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,11,1,1
pay_synth_00214,demo_company_001,DEMO,424.32,INR,CARD,NETWORK,TEMPORARY,18,1,1
pay_synth_00215,demo_company_001,RAZORPAY,411.86,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,19,0,1
pay_synth_00216,demo_company_001,DEMO,720.95,INR,CARD,BANK,TEMPORARY,14,3,0
pay_synth_00217,demo_company_001,DEMO,1762.11,INR,UPI,NETWORK,TEMPORARY,4,2,1
pay_synth_00218,demo_company_001,RAZORPAY,669.16,INR,CARD,AUTHENTICATION,TEMPORARY,0,1,1
pay_synth_00219,demo_company_001,RAZORPAY,8087.58,USD,UPI,NETWORK,TEMPORARY,10,5,0
pay_synth_00220,demo_company_001,STRIPE,711.59,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,8,6,1
pay_synth_00221,demo_company_001,RAZORPAY,2173.18,INR,UPI,CARD,PERMANENT,6,2,0
pay_synth_00222,demo_company_001,RAZORPAY,6769.91,USD,CARD,CARD,PERMANENT,1,5,0
pay_synth_00223,demo_company_001,DEMO,1983.29,INR,UPI,TEMPORARY,TEMPORARY,16,2,0
pay_synth_00224,demo_company_001,DEMO,1256.5,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,15,1,0
pay_synth_00225,demo_company_001,DEMO,2094.37,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,15,4,0
pay_synth_00226,demo_company_001,DEMO,1030.98,INR,UPI,NETWORK,TEMPORARY,13,6,1
pay_synth_00227,demo_company_001,STRIPE,664.6,INR,CARD,CARD,PERMANENT,1,2,0
pay_synth_00228,demo_company_001,DEMO,3336.6,INR,NETBANKING,BANK,PERMANENT,18,4,0
pay_synth_00229,demo_company_001,STRIPE,1009.18,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,2,3,1
pay_synth_00230,demo_company_001,RAZORPAY,4613.55,USD,CARD,INSUFFICIENT_FUNDS,TEMPORARY,7,2,0
pay_synth_00231,demo_company_001,RAZORPAY,4008.86,INR,CARD,NETWORK,TEMPORARY,20,0,1
pay_synth_00232,demo_company_001,RAZORPAY,2135.2,INR,UPI,AUTHENTICATION,TEMPORARY,18,5,1
pay_synth_00233,demo_company_001,RAZORPAY,4773.74,INR,CARD,PROVIDER,TEMPORARY,15,6,1
pay_synth_00234,demo_company_001,DEMO,1049.37,INR,UPI,AUTHENTICATION,TEMPORARY,21,3,1
pay_synth_00235,demo_company_001,DEMO,3959.12,INR,CARD,BANK,PERMANENT,3,3,0
pay_synth_00236,demo_company_001,RAZORPAY,3938.57,INR,UPI,NETWORK,TEMPORARY,7,6,0
pay_synth_00237,demo_company_001,DEMO,1337.53,INR,CARD,BANK,TEMPORARY,0,4,1
