payment_id,company_id,provider_type,amount,currency,payment_method,failure_category,failure_classification,event_hour,day_of_week,recovery_success
pay_synth_03846,demo_company_001,RAZORPAY,732.43,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,21,3,1
pay_synth_00391,demo_company_001,STRIPE,5844.34,INR,UPI,PROVIDER,TEMPORARY,4,1,1
pay_synth_03467,demo_company_001,DEMO,2099.43,USD,UPI,NETWORK,TEMPORARY,7,5,0
pay_synth_01326,demo_company_001,DEMO,870.78,USD,UPI,AUTHENTICATION,TEMPORARY,17,3,0
pay_synth_04570,demo_company_001,STRIPE,894.17,INR,NETBANKING,AUTHENTICATION,TEMPORARY,13,1,0
pay_synth_00419,demo_company_001,RAZORPAY,3771.91,INR,CARD,AUTHENTICATION,TEMPORARY,18,0,1
pay_synth_00073,demo_company_001,DEMO,1445.69,INR,CARD,NETWORK,TEMPORARY,23,6,1
pay_synth_04666,demo_company_001,RAZORPAY,5420.93,INR,CARD,NETWORK,TEMPORARY,4,4,1
pay_synth_02264,demo_company_001,DEMO,1324.41,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,14,4,1
pay_synth_04828,demo_company_001,DEMO,6764.48,INR,CARD,CARD,PERMANENT,16,6,0
pay_synth_02640,demo_company_001,RAZORPAY,1352.82,INR,UPI,CARD,PERMANENT,7,3,0
pay_synth_03354,demo_company_001,RAZORPAY,5920.73,INR,CARD,NETWORK,TEMPORARY,1,5,0
pay_synth_00778,demo_company_001,RAZORPAY,6665.99,INR,UPI,CARD,PERMANENT,12,3,0
pay_synth_01405,demo_company_001,RAZORPAY,1828.56,INR,UPI,BANK,TEMPORARY,2,3,0
pay_synth_01260,demo_company_001,RAZORPAY,257.5,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,23,1,1
pay_synth_04068,demo_company_001,STRIPE,7258.06,INR,CARD,AUTHENTICATION,TEMPORARY,18,5,0
pay_synth_02526,demo_company_001,DEMO,3010.39,INR,CARD,NETWORK,TEMPORARY,12,5,0
pay_synth_02303,demo_company_001,RAZORPAY,740.46,INR,UPI,AUTHENTICATION,TEMPORARY,8,3,1
pay_synth_00678,demo_company_001,DEMO,9996.02,INR,UPI,NETWORK,TEMPORARY,6,5,1
pay_synth_03308,demo_company_001,DEMO,1103.16,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,23,3,1
pay_synth_02655,demo_company_001,RAZORPAY,1591.41,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,3,4,0
pay_synth_03464,demo_company_001,RAZORPAY,2351.81,INR,NETBANKING,CARD,PERMANENT,7,2,0
pay_synth_01619,demo_company_001,RAZORPAY,144.86,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,8,4,0
pay_synth_03592,demo_company_001,DEMO,3067.02,INR,UPI,AUTHENTICATION,TEMPORARY,6,0,1
pay_synth_01630,demo_company_001,DEMO,2084.31,INR,CARD,AUTHENTICATION,TEMPORARY,11,5,0
pay_synth_02399,demo_company_001,RAZORPAY,1672.63,INR,CARD,NETWORK,TEMPORARY,5,6,1
pay_synth_01334,demo_company_001,STRIPE,3385.62,INR,CARD,CARD,PERMANENT,17,3,1
pay_synth_01207,demo_company_001,RAZORPAY,1511.55,INR,UPI,BANK,PERMANENT,6,6,1
pay_synth_02169,demo_company_001,RAZORPAY,2298.08,INR,UPI,NETWORK,TEMPORARY,19,5,1
pay_synth_01524,demo_company_001,DEMO,354.57,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,4,2,1
pay_synth_00482,demo_company_001,RAZORPAY,881.94,USD,UPI,CARD,PERMANENT,1,0,0
pay_synth_00503,demo_company_001,DEMO,8275.17,INR,UPI,CARD,PERMANENT,15,5,0
pay_synth_03086,demo_company_001,RAZORPAY,2300.06,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,8,3,1
pay_synth_01497,demo_company_001,RAZORPAY,1060.31,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,9,6,0
pay_synth_04879,demo_company_001,DEMO,723.43,INR,CARD,CARD,PERMANENT,14,2,0
pay_synth_04234,demo_company_001,STRIPE,760.67,INR,CARD,PROVIDER,TEMPORARY,15,6,1
pay_synth_00294,demo_company_001,DEMO,586.96,INR,UPI,CARD,PERMANENT,3,0,0
pay_synth_01802,demo_company_001,RAZORPAY,1722.95,INR,UPI,AUTHENTICATION,TEMPORARY,10,6,0
pay_synth_04172,demo_company_001,STRIPE,153.62,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,14,2,1
pay_synth_02506,demo_company_001,DEMO,3716.6,INR,NETBANKING,UNKNOWN,UNKNOWN,11,2,0
pay_synth_03746,demo_company_001,DEMO,996.3,INR,CARD,AUTHENTICATION,TEMPORARY,23,0,1
pay_synth_02955,demo_company_001,STRIPE,655.76,INR,NETBANKING,AUTHENTICATION,TEMPORARY,2,5,1
pay_synth_02480,demo_company_001,RAZORPAY,1655.86,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,3,2,1
pay_synth_03967,demo_company_001,DEMO,3927.98,INR,CARD,TEMPORARY,TEMPORARY,18,4,0
pay_synth_00823,demo_company_001,DEMO,5088.61,INR,CARD,TEMPORARY,TEMPORARY,6,5,1
pay_synth_03271,demo_company_001,DEMO,3788.11,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,13,0,0
pay_synth_01514,demo_company_001,DEMO,4888.26,INR,CARD,AUTHENTICATION,TEMPORARY,9,4,1
pay_synth_02781,demo_company_001,DEMO,4120.35,INR,CARD,CARD,PERMANENT,0,2,1
pay_synth_00547,demo_company_001,DEMO,9442.69,USD,UPI,TEMPORARY,TEMPORARY,3,0,1
pay_synth_01078,demo_company_001,RAZORPAY,823.96,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,17,4,1
pay_synth_03288,demo_company_001,STRIPE,1411.48,USD,UPI,AUTHENTICATION,TEMPORARY,23,3,1
pay_synth_02014,demo_company_001,DEMO,7662.88,INR,UPI,BANK,PERMANENT,3,2,1
pay_synth_01941,demo_company_001,DEMO,7353.3,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,23,6,0
pay_synth_00202,demo_company_001,DEMO,9124.04,INR,WALLET,INSUFFICIENT_FUNDS,TEMPORARY,8,5,0
pay_synth_03874,demo_company_001,STRIPE,4624.17,INR,UPI,PROVIDER,TEMPORARY,9,3,1
pay_synth_04846,demo_company_001,DEMO,411.3,USD,UPI,BANK,PERMANENT,3,1,0
pay_synth_04122,demo_company_001,RAZORPAY,923.79,INR,CARD,AUTHENTICATION,TEMPORARY,20,0,1
pay_synth_01593,demo_company_001,DEMO,1737.31,INR,UPI,AUTHENTICATION,TEMPORARY,1,6,0
pay_synth_04313,demo_company_001,DEMO,5100.34,INR,CARD,CARD,PERMANENT,10,5,0
pay_synth_00684,demo_company_001,RAZORPAY,386.71,INR,UPI,CARD,PERMANENT,12,3,0
pay_synth_00083,demo_company_001,DEMO,649.7,INR,NETBANKING,CARD,PERMANENT,7,1,0
pay_synth_04939,demo_company_001,RAZORPAY,2674.64,INR,NETBANKING,AUTHENTICATION,TEMPORARY,2,2,0
pay_synth_00841,demo_company_001,DEMO,1749.74,INR,UPI,PROVIDER,TEMPORARY,9,3,1
pay_synth_00185,demo_company_001,DEMO,268.97,USD,CARD,NETWORK,TEMPORARY,13,2,1
pay_synth_04102,demo_company_001,DEMO,5661.38,USD,CARD,CARD,PERMANENT,0,3,0
pay_synth_03956,demo_company_001,STRIPE,1180.25,INR,UPI,CARD,PERMANENT,11,6,1
pay_synth_01662,demo_company_001,RAZORPAY,3413.02,INR,UPI,UNKNOWN,UNKNOWN,2,2,1
pay_synth_04756,demo_company_001,STRIPE,1361.77,INR,UPI,BANK,PERMANENT,10,0,1
pay_synth_04328,demo_company_001,STRIPE,1834.12,INR,UPI,AUTHENTICATION,TEMPORARY,23,4,0
pay_synth_03552,demo_company_001,DEMO,2685.87,INR,UPI,NETWORK,TEMPORARY,7,3,1
pay_synth_04223,demo_company_001,STRIPE,4726.27,INR,CARD,AUTHENTICATION,TEMPORARY,3,5,1
pay_synth_03158,demo_company_001,DEMO,3742.32,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,16,6,1
pay_synth_04670,demo_company_001,RAZORPAY,14549.73,INR,CARD,AUTHENTICATION,TEMPORARY,18,5,1
pay_synth_02168,demo_company_001,DEMO,2762.61,INR,CARD,CARD,PERMANENT,2,3,0
pay_synth_01530,demo_company_001,RAZORPAY,10781.5,INR,NETBANKING,CARD,PERMANENT,7,3,1
pay_synth_04923,demo_company_001,RAZORPAY,549.44,USD,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,11,1,0
pay_synth_04749,demo_company_001,DEMO,1621.77,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,8,5,1
pay_synth_03901,demo_company_001,DEMO,1138.88,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,11,4,0
pay_synth_04579,demo_company_001,STRIPE,788.27,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,5,6,1
pay_synth_04085,demo_company_001,DEMO,6759.48,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,5,3,0
pay_synth_03747,demo_company_001,RAZORPAY,1757.19,INR,UPI,UNKNOWN,UNKNOWN,11,4,1
pay_synth_00577,demo_company_001,DEMO,8997.4,INR,CARD,UNKNOWN,UNKNOWN,1,5,0
pay_synth_03302,demo_company_001,STRIPE,4348.7,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,10,2,1
pay_synth_03767,demo_company_001,RAZORPAY,1280.81,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,6,6,0
pay_synth_03877,demo_company_001,DEMO,1560.8,INR,UPI,NETWORK,TEMPORARY,17,1,1
pay_synth_00611,demo_company_001,DEMO,1164.78,INR,UPI,NETWORK,TEMPORARY,7,3,1
pay_synth_03089,demo_company_001,RAZORPAY,1794.23,INR,UPI,CARD,PERMANENT,19,2,1
pay_synth_01327,demo_company_001,DEMO,1660.09,INR,WALLET,AUTHENTICATION,TEMPORARY,9,1,1
pay_synth_02679,demo_company_001,DEMO,3343.58,INR,UPI,CARD,PERMANENT,12,3,0
pay_synth_00854,demo_company_001,STRIPE,3739.59,INR,NETBANKING,BANK,TEMPORARY,15,2,0
pay_synth_00179,demo_company_001,STRIPE,733.18,INR,CARD,NETWORK,TEMPORARY,1,3,1
pay_synth_02829,demo_company_001,DEMO,2660.63,INR,CARD,AUTHENTICATION,TEMPORARY,13,1,1
pay_synth_03224,demo_company_001,DEMO,762.4,INR,NETBANKING,PROVIDER,TEMPORARY,17,3,0
pay_synth_01080,demo_company_001,STRIPE,2213.61,INR,UPI,BANK,TEMPORARY,15,2,0
pay_synth_01759,demo_company_001,DEMO,1004.64,USD,WALLET,CUSTOMER_ACTION_REQUIRED,TEMPORARY,0,2,1
pay_synth_01438,demo_company_001,RAZORPAY,1445.79,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,14,5,1
pay_synth_03695,demo_company_001,DEMO,9698.52,INR,CARD,NETWORK,TEMPORARY,19,3,0
pay_synth_02225,demo_company_001,DEMO,938.66,INR,NETBANKING,BANK,TEMPORARY,1,0,1
pay_synth_00927,demo_company_001,DEMO,12343.33,INR,CARD,BANK,UNKNOWN,18,6,0
pay_synth_03582,demo_company_001,STRIPE,1912.5,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,15,5,1
pay_synth_01227,demo_company_001,DEMO,520.75,INR,UPI,CARD,PERMANENT,15,6,0
pay_synth_00298,demo_company_001,DEMO,468.88,INR,CARD,AUTHENTICATION,TEMPORARY,17,0,1
pay_synth_02252,demo_company_001,STRIPE,2969.12,INR,NETBANKING,BANK,TEMPORARY,17,3,1
pay_synth_02082,demo_company_001,DEMO,2630.1,INR,CARD,NETWORK,TEMPORARY,17,6,1
pay_synth_04678,demo_company_001,STRIPE,2159.83,INR,UPI,CARD,PERMANENT,20,0,0
pay_synth_04728,demo_company_001,STRIPE,747.6,INR,UPI,NETWORK,TEMPORARY,7,3,1
pay_synth_04998,demo_company_001,DEMO,6887.24,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,4,6,1
pay_synth_02305,demo_company_001,STRIPE,1261.51,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,11,3,0
pay_synth_04699,demo_company_001,DEMO,543.48,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,5,4,1
pay_synth_02617,demo_company_001,DEMO,1770.47,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,11,3,1
pay_synth_04927,demo_company_001,DEMO,2717.47,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,7,4,1
pay_synth_01328,demo_company_001,RAZORPAY,4189.24,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,23,0,0
pay_synth_04662,demo_company_001,RAZORPAY,858.15,INR,UPI,BANK,TEMPORARY,18,2,1
pay_synth_01707,demo_company_001,RAZORPAY,190.35,INR,NETBANKING,TEMPORARY,TEMPORARY,13,6,0
pay_synth_03368,demo_company_001,DEMO,17588.29,INR,CARD,BANK,PERMANENT,23,0,0
pay_synth_01943,demo_company_001,RAZORPAY,3701.35,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,3,3,1
pay_synth_02103,demo_company_001,DEMO,3205.47,INR,WALLET,UNKNOWN,UNKNOWN,1,6,0
pay_synth_02710,demo_company_001,DEMO,3735.89,INR,NETBANKING,AUTHENTICATION,TEMPORARY,5,4,0
pay_synth_03658,demo_company_001,RAZORPAY,1017.0,INR,UPI,AUTHENTICATION,TEMPORARY,4,1,1
pay_synth_00160,demo_company_001,RAZORPAY,4068.81,INR,UPI,BANK,TEMPORARY,7,6,1
pay_synth_02961,demo_company_001,DEMO,420.11,USD,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,7,0,1
pay_synth_02174,demo_company_001,STRIPE,698.69,INR,CARD,UNKNOWN,UNKNOWN,17,2,1
pay_synth_03577,demo_company_001,DEMO,4145.55,INR,CARD,AUTHENTICATION,TEMPORARY,19,6,0
pay_synth_03239,demo_company_001,RAZORPAY,2666.67,USD,CARD,UNKNOWN,UNKNOWN,14,2,0
pay_synth_00909,demo_company_001,DEMO,1783.51,USD,UPI,BANK,UNKNOWN,18,0,1
pay_synth_00686,demo_company_001,RAZORPAY,2101.74,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,0,3,1
pay_synth_04151,demo_company_001,DEMO,1300.0,INR,CARD,NETWORK,TEMPORARY,19,3,0
pay_synth_01564,demo_company_001,DEMO,995.99,INR,CARD,AUTHENTICATION,TEMPORARY,2,2,1
pay_synth_03215,demo_company_001,DEMO,373.74,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,4,4,1
pay_synth_00764,demo_company_001,RAZORPAY,969.22,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,10,5,1
pay_synth_04107,demo_company_001,STRIPE,3079.83,USD,UPI,NETWORK,TEMPORARY,21,2,1
pay_synth_02327,demo_company_001,STRIPE,1539.16,INR,UPI,BANK,TEMPORARY,22,3,0
pay_synth_02934,demo_company_001,RAZORPAY,580.16,INR,UPI,AUTHENTICATION,TEMPORARY,20,6,1
pay_synth_00943,demo_company_001,RAZORPAY,1106.37,INR,UPI,AUTHENTICATION,TEMPORARY,14,1,1
pay_synth_04406,demo_company_001,RAZORPAY,1947.49,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,12,4,1
pay_synth_00767,demo_company_001,RAZORPAY,793.64,INR,UPI,NETWORK,TEMPORARY,14,6,0
pay_synth_00650,demo_company_001,DEMO,2471.53,INR,CARD,CARD,PERMANENT,7,0,0
pay_synth_02658,demo_company_001,STRIPE,1830.51,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,15,6,1
pay_synth_00743,demo_company_001,RAZORPAY,828.25,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,13,5,1
pay_synth_01188,demo_company_001,DEMO,3687.04,INR,UPI,CARD,PERMANENT,11,5,1
pay_synth_02979,demo_company_001,RAZORPAY,15656.4,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,13,5,0
pay_synth_03236,demo_company_001,DEMO,677.15,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,8,4,1
pay_synth_03240,demo_company_001,RAZORPAY,10366.06,INR,UPI,TEMPORARY,TEMPORARY,11,2,1
pay_synth_01510,demo_company_001,RAZORPAY,11517.34,INR,CARD,AUTHENTICATION,TEMPORARY,2,2,0
pay_synth_03914,demo_company_001,STRIPE,6185.59,INR,UPI,PROVIDER,TEMPORARY,22,6,1
pay_synth_01771,demo_company_001,DEMO,1791.49,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,11,2,1
pay_synth_01215,demo_company_001,RAZORPAY,3189.42,INR,CARD,BANK,TEMPORARY,10,1,1
pay_synth_04178,demo_company_001,STRIPE,1080.63,INR,CARD,NETWORK,TEMPORARY,18,0,1
pay_synth_03210,demo_company_001,RAZORPAY,4641.05,INR,UPI,PROVIDER,TEMPORARY,22,3,1
pay_synth_02968,demo_company_001,RAZORPAY,745.0,INR,UPI,CARD,PERMANENT,17,3,0
pay_synth_04526,demo_company_001,DEMO,1364.62,INR,CARD,AUTHENTICATION,TEMPORARY,5,1,1
pay_synth_00699,demo_company_001,DEMO,1225.0,INR,WALLET,CARD,PERMANENT,8,5,0
pay_synth_01932,demo_company_001,RAZORPAY,1517.54,INR,UPI,NETWORK,TEMPORARY,11,6,1
pay_synth_04438,demo_company_001,RAZORPAY,7184.99,INR,UPI,AUTHENTICATION,TEMPORARY,13,4,0
pay_synth_03743,demo_company_001,RAZORPAY,3073.15,INR,UPI,CARD,PERMANENT,19,2,0
pay_synth_02482,demo_company_001,STRIPE,790.37,INR,UPI,PROVIDER,TEMPORARY,15,3,0
pay_synth_00356,demo_company_001,RAZORPAY,1585.88,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,23,0,1
pay_synth_01611,demo_company_001,STRIPE,3562.86,INR,NETBANKING,CUSTOMER_ACTION_REQUIRED,TEMPORARY,16,0,1
pay_synth_03672,demo_company_001,DEMO,443.4,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,18,1,1
pay_synth_03325,demo_company_001,RAZORPAY,2634.65,INR,UPI,CARD,PERMANENT,17,5,0
pay_synth_01070,demo_company_001,DEMO,4649.7,INR,UPI,NETWORK,TEMPORARY,0,6,1
pay_synth_04062,demo_company_001,DEMO,3489.93,INR,NETBANKING,TEMPORARY,TEMPORARY,10,2,0
pay_synth_02395,demo_company_001,STRIPE,1161.22,INR,UPI,BANK,TEMPORARY,22,3,1
